Carimbo de data/hora,How many years have you been working professionally with Django?,"Evaluate each recommendation from the User Guideline below. [Validate SECRET_KEY format and rotate it actively. SECRET_KEY must be a valid, non-empty Unicode string. Django enforces this at startup and will raise a configuration error on an invalid value — do not suppress this check. Use SECRET_KEY_FALLBACKS for rotation so cryptographic transitions do not immediately invalidate user sessions.]",Evaluate each recommendation from the User Guideline below. [Never commit secrets or local settings files to version control. Django's PR history records an incident where a local settings file containing a plaintext database password was accidentally committed. Keep all credentials out of version control and out of screenshot attachments in pull request descriptions.],"Evaluate each recommendation from the User Guideline below. [Never set DEBUG = True in production. Django's debug pages surface request.user, full settings values, session tokens, and URL parameters to anyone who triggers a 500 or 404 response. Additionally, DEBUG = True stores every SQL query in memory; running large migrations under it can cause MemoryError. Disable it before any migration that touches large datasets.]",Evaluate each recommendation from the User Guideline below. [Bind runserver only to 127.0.0.1. Changing the default bind address to the host's public IP or 0.0.0.0 exposes the development server to the local network or the internet. This misconfiguration appears repeatedly in Django PR discussions. Never adjust the default in shared or CI environments.],"Evaluate each recommendation from the User Guideline below. [Set ALLOWED_HOSTS as a list, never as a bare string. Passing a plain string (e.g., ""example.com"") causes Django to iterate over individual characters, matching any single-character host header and completely bypassing host validation. Always use a list: ALLOWED_HOSTS = [""example.com""].]",Evaluate each recommendation from the User Guideline below. [Do not set DJANGO_ALLOW_ASYNC_UNSAFE=true in production. Django introduced a system check for this variable specifically to prevent unsafe use of synchronous ORM code inside async contexts. Suppressing the check can cause data corruption and race conditions in async views.],Evaluate each recommendation from the User Guideline below. [Keep Pillow up to date and pin it to a patched release. Django's PR history documents CVE-2019-16865 in Pillow as a supply chain vulnerability that required an emergency update. Monitor Pillow's security advisories and treat any unpatched Pillow version as a known vulnerability in your deployment.],Evaluate each recommendation from the User Guideline below. [Enforce minimum versions for all database drivers. Use psycopg2 >= 2.8 for PostgreSQL; versions below this introduce runtime instability. Django's discussions also explicitly drop support for sqlparse < 0.2.2. Pin lower-bound versions for all drivers in your requirements files and treat version conflicts as security-relevant failures.],"Evaluate each recommendation from the User Guideline below. [Use BCryptSHA256PasswordHasher, not BCryptPasswordHasher. Plain BCrypt silently truncates passwords longer than 72 bytes, weakening hashing for long passphrases. BCryptSHA256PasswordHasher pre-hashes input with SHA-256 before bcrypt processing, eliminating the truncation. Install the dependency explicitly via pip install django[bcrypt].]","Evaluate each recommendation from the User Guideline below. [Audit and update admin-bundled JavaScript (jQuery, XRegExp, OpenLayers). Outdated versions of these libraries bundled in Django's admin interface have been identified by security assessors as active vulnerabilities. Do not pin admin JS to older versions, and do not introduce additional third-party scripts into the admin without auditing them. Breaking jQuery's namespace when customising admin pages creates DOM behaviour exploitable by XSS.]","Evaluate each recommendation from the User Guideline below. [Do not suppress session key rotation on login or password change. Django rotates the session key on login() and on password change via session verification. Removing this rotation reintroduces session fixation. Additionally, a failed remote authentication attempt must invalidate the existing session — Django fixed a flaw where a failed backend left the prior session intact, allowing unauthorised access.]","Evaluate each recommendation from the User Guideline below. [Never silence exceptions raised inside authentication backends. Django fixed a regression where TypeError inside the authentication loop was silently caught, masking misconfigured backends and producing incorrect authentication state. Let all backend exceptions propagate so they surface as visible configuration errors.]",Evaluate each recommendation from the User Guideline below. [Preserve the is_active check in all custom authentication backends. Django discussions explicitly flagged the removal of this check as an authentication bypass for disabled accounts. Any custom backend that omits is_active validation allows deactivated users to authenticate successfully.],"Evaluate each recommendation from the User Guideline below. [Bind password reset tokens to user-specific state. Django fixed a design flaw where reset tokens were insufficiently bound to user data, making them reusable after an email change. Tokens must incorporate at minimum the user's email address and last login timestamp. Tokens for accounts with UNUSABLE_PASSWORD must be explicitly rejected in PasswordResetForm logic.]",Evaluate each recommendation from the User Guideline below. [Do not strip whitespace from password fields. Django deliberately omits whitespace stripping from password inputs because silent truncation weakens authentication for passwords that include leading or trailing spaces. Custom forms or serialisers that strip password fields introduce this vulnerability.],"Evaluate each recommendation from the User Guideline below. [Never pass user-supplied strings to RawSQL(), extra(where=...), or any raw where_clause. Django PR discussions explicitly flag this as a SQL injection vector. Use parameterised ORM expressions (Value(), F(), annotated Q() objects) instead. Similarly, do not use shell=True in any subprocess call that incorporates ORM or management command output.]","Evaluate each recommendation from the User Guideline below. [Do not construct SQL fragments via string formatting. Multiple Django PRs were rejected or closed because their implementations used %-style or .format()-style string composition for SQL query parts. The author of one such PR acknowledged it ""opens the possibility of an SQL injection attack."" Always use Django's query compiler and parameterised expression APIs.]","Evaluate each recommendation from the User Guideline below. [Quote all database identifiers; do not rely on database leniency. Table names that conflict with SQL reserved keywords cause syntax errors or silent query manipulation if not quoted. If you extend Django's database introspection or schema editor, ensure all identifiers are quoted unconditionally.]","Evaluate each recommendation from the User Guideline below. [Do not apply |safe to user-supplied, translated, or externally influenced values. Django's PR history documents |safe being applied to password help text, float variables in JavaScript templates, and humanize filter output — all of which introduce XSS if the input is externally influenced. Use format_html() for any HTML that includes dynamic values; bypassing it by assuming a value is ""always trusted"" removes the only structural XSS guarantee.]",Evaluate each recommendation from the User Guideline below. [Do not use escapejs in URL attribute contexts. The escapejs filter prevents JavaScript string injection but does not make a value safe inside a javascript: URL. Using escapejs in a URL attribute is insufficient escaping and has been identified as an XSS vulnerability in Django's own templates.],"Evaluate each recommendation from the User Guideline below. [Use the correct permission method for each admin operation. Use has_delete_permission(), has_change_permission(), and has_view_permission() for their respective operations. Substituting a generic user.has_perm() call bypasses Django's object-level and admin-specific permission model. A non-superuser with change permission on the User model must not be able to escalate their own privileges to superuser status — Django addressed this specific vector; verify custom user admin views apply the same constraint.]",Evaluate each recommendation from the User Guideline below. [Do not weaken ModelAdmin.lookup_allowed() or the autocomplete view. lookup_allowed() restricts which URL filter parameters are valid. Overriding it to permit unrestricted field traversal enables enumeration of related objects. The autocomplete view must enforce has_view_permission or has_change_permission; Django fixed a case where it could be queried without sufficient permission checks.],Evaluate each recommendation from the User Guideline below. [Validate redirect targets with url_has_allowed_host_and_scheme(). The next parameter in login and logout flows must be validated against the allowed host and scheme. Django's PR discussions record multiple bypass attempts via cross-domain redirect manipulation. Never validate a redirect target using a simple prefix match or domain substring check.],Evaluate each recommendation from the User Guideline below. [Configure proxy headers with explicit depth; do not trust HTTP_X_FORWARDED_FOR unconditionally. Trusting forwarded headers without depth-aware validation allows clients to spoof their IP address. Django PR discussions explicitly identify this as a security misconfiguration. Also maintain ALLOWED_HOSTS validation at all times — disabling it was flagged as removing the primary defence against Host Header Injection.],"Evaluate each recommendation from the User Guideline below. [Do not weaken CSRF protection via GET parameters, session-only assumptions, or unmasked tokens. Three distinct CSRF weaknesses appear in Django's PR history: transmitting tokens via GET (embeds them in URLs and server logs), assuming CSRF_USE_SESSIONS makes CSRF_COOKIE_SECURE redundant (it does not), and using raw unmasked tokens (vulnerable to BREACH). Django's accepted BREACH mitigation is per-request token masking via XOR; do not substitute response-length hiding.]","Evaluate each recommendation from the User Guideline below. [Do not use MD5 for any security-sensitive operation. Django deprecated MD5-based password hashing and replaced MD5-based cache key generation because MD5 is cryptographically broken and prohibited on FIPS-compliant systems. Always pass a salt argument to Signer and TimestampSigner — without it, different signing contexts sharing the same SECRET_KEY can produce colliding signatures, enabling cross-context token reuse.]","Evaluate each recommendation from the User Guideline below. [Use constant_time_compare() for all security-sensitive string comparisons. Standard string equality (==) leaks timing information exploitable to forge tokens. Django's constant_time_compare() (backed by hmac.compare_digest) must be used for all comparisons involving tokens, hashes, and signatures.]","Evaluate each recommendation from the User Guideline below. [Decorate credential-handling code with @sensitive_variables() and @sensitive_post_parameters(); set __traceback_hide__ in async frames. Django's PR history documents raw passwords, session tokens, and API keys appearing in 500 tracebacks. Standard @sensitive_variables decoration does not propagate into nested async execution frames — those require __traceback_hide__ = True set explicitly at each sensitive frame. Do not include credential values in __repr__ methods of model or form instances.]","Evaluate each recommendation from the User Guideline below. [Never expose stack traces in production responses, including via AJAX or 404 pages. Django rejected proposals to expose technical 500 details via an AJAX-accessible settings flag, and fixed a 404 debug page that leaked exception messages from URL resolver failures. Do not implement equivalent disclosure in custom error handlers.]","Evaluate each recommendation from the User Guideline below. [Do not suppress exceptions in security-relevant paths; do not commit transactions unconditionally inside cache operations. Bare except: blocks and swallowed cache backend exceptions mask infrastructure failures, storage exhaustion, and active attacks — Django code reviews flag both patterns explicitly. Separately, do not invoke cache operations that unconditionally commit a database transaction: a pattern in Django's PR history showed cache writes committing prematurely inside an open transaction, causing partial-write data integrity failures.]",Evaluate the User Guideline according to the following criteria (Scale: 1 - Strongly Disagree to 5 - Strongly Agree) [Technical Correctness: The accuracy and compliance of the recommendations with Django's best practices and standards.],Evaluate the User Guideline according to the following criteria (Scale: 1 - Strongly Disagree to 5 - Strongly Agree) [Usefulness: How useful the guideline is for daily tasks in the repository.],Evaluate the User Guideline according to the following criteria (Scale: 1 - Strongly Disagree to 5 - Strongly Agree) [Clarity: How easy it is to understand the recommendations.],Evaluate the User Guideline according to the following criteria (Scale: 1 - Strongly Disagree to 5 - Strongly Agree) [Django Specificity: The guideline offers specific and relevant recommendations for the Django ecosystem (as opposed to generic recommendations).],"Justify your evaluation of Technical Correctness. If you gave low scores (1-3), cite examples of inaccuracies.",Comments on Clarity and Usefulness: Where could the guide be more concise or provide more practical examples?,Justify your evaluation of Django Specificity. What is missing or what is particularly well done in terms of relevance to Django?,"If you could suggest the inclusion of a crucial topic that is missing from the User Guideline, what would it be?",What overall rating would you give this User Guideline?,Would you like to add any other suggestions or final comments about the User Guideline?
03/06/2026 09:52:36,Mais de 10 anos,Correto,Correto,Correto,Parcialmente Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,5,5,5,4,"O Django, por ser um framework amplamente consolidado e maduro, disponibiliza nativamente mecanismos robustos de proteção contra as principais vulnerabilidades conhecidas em aplicações web. Em projetos que demandam funcionalidades mais avançadas, é comum que desenvolvedores tentem flexibilizar ou desabilitar determinadas salvaguardas com o objetivo de simplificar a implementação. Contudo, essa prática frequentemente resulta na introdução de fragilidades de segurança que poderiam ser evitadas.

Um dos grandes méritos deste guia é apresentar não apenas os mecanismos de proteção oferecidos pelo framework, mas também contextualizar as vulnerabilidades que justificam sua existência. Essa abordagem permite compreender os riscos envolvidos na remoção ou alteração dessas proteções, contribuindo para a tomada de decisões técnicas mais conscientes e para o desenvolvimento de aplicações mais seguras.","Sob a perspectiva tanto do desenvolvimento quanto da revisão técnica de código, a compreensão dessas recomendações fornece subsídios sólidos para a tomada de decisões arquiteturais e de implementação. Além de ampliar a clareza sobre os impactos de cada escolha técnica, esse conhecimento permite sustentar decisões com critérios objetivos, promovendo a construção de funcionalidades mais seguras, consistentes e aderentes às boas práticas consolidadas da engenharia de software.","Houve apenas um tópico em que a recomendação apresentada parece estar mais relacionada à arquitetura e à segurança da infraestrutura de rede do que às responsabilidades inerentes ao framework. Embora a orientação seja tecnicamente válida e esteja alinhada às boas práticas de segurança, sua efetividade depende fortemente de configurações e controles implementados em componentes externos à aplicação. Por esse motivo, considero que esse ponto está mais associado à estratégia de segurança do ambiente em que o sistema é executado do que aos mecanismos de proteção providos diretamente pelo framework.","Como sugestão de aprimoramento do guia, considero relevante a inclusão de um tópico dedicado ao uso de recursos assíncronos nas versões mais recentes do Django. A evolução do suporte a operações assíncronas trouxe novas possibilidades de otimização e escalabilidade, mas também introduziu desafios relacionados à compatibilidade de componentes, ao gerenciamento de concorrência e à correta definição dos cenários em que essa abordagem oferece benefícios concretos. Adicionalmente, seria interessante abordar estratégias contemporâneas de implantação de aplicações Django. A inclusão de referências e boas práticas para execução em ambientes orquestrados por Kubernetes, bem como em plataformas serverless, permitiria conectar as recomendações do framework às arquiteturas atualmente predominantes no mercado, ampliando a aplicabilidade prática do guia em ambientes de produção.",5,"Um guia consolidado de boas práticas de desenvolvimento e segurança é extremamente valioso para profissionais em todos os níveis de experiência. Para desenvolvedores iniciantes, serve como uma referência estruturada para a adoção de padrões corretos desde os primeiros projetos. Já para profissionais mais experientes, representa uma oportunidade de aprofundar conhecimentos, revisar conceitos e validar decisões técnicas à luz das recomendações oficiais.

Além de orientar a implementação de soluções mais seguras e consistentes, esse tipo de material contribui para uma compreensão mais aprofundada da arquitetura, dos princípios de funcionamento e das decisões de projeto do framework. Como resultado, o desenvolvedor passa a entender não apenas como utilizar seus recursos, mas também os motivos pelos quais determinadas práticas são recomendadas, elevando a qualidade técnica das aplicações desenvolvidas."
19/06/2026 16:00:04,4 a 6 anos,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Correto,Parcialmente Correto,4,5,4,5,"O guia está tecnicamente correto na maior parte e alinhado com boas práticas do Django. Não dei 5 porque alguns pontos dependem da versão do Django ou do ambiente, como versões mínimas de dependências, proxy headers e uso de salt em assinaturas.","O guia é útil para revisão de PRs, hardening e checklist de segurança. Poderia ser mais conciso separando recomendações que misturam assuntos diferentes no mesmo item e adicionando exemplos rápidos de “errado” e “correto”.","O guia é bem específico para Django. Cita configurações, funções e riscos reais do ecossistema, como ALLOWED_HOSTS, SECRET_KEY_FALLBACKS, RawSQL, format_html, lookup_allowed, url_has_allowed_host_and_scheme e permissões do admin.","Eu incluiria uma seção sobre Django REST Framework/API Security, cobrindo permission_classes, object-level permissions, queryset por usuário/tenant, serializers com campos permitidos e rate limit em endpoints sensíveis.",5,"Remover duplicações, quebrar itens longos, adicionar exemplos práticos e indicar severidade por recomendação deixaria o guia mais fácil de aplicar no dia a dia."
22/06/2026 09:55:01,4 to 6 years,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,5,5,5,5,Avaliei a Correção Técnica com nota 5 porque as recomendações estão fortemente alinhadas com as práticas de segurança documentadas pelo Django e com correções reais implementadas ao longo da evolução do framework,O guia é extremamente útil porque transforma vulnerabilidades reais encontradas no histórico do Django em recomendações práticas e aplicáveis.,"Avaliei a Especificidade para Django com nota 5 porque o guia é altamente focado em funcionalidades, configurações e mecanismos próprios do framework. Diferentemente de recomendações genéricas de segurança web, ele aborda elementos específicos como autenticação do Django, ORM, templates, painel administrativo, validação de permissões, proteção CSRF e configurações de segurança da aplicação. Isso torna o conteúdo diretamente aplicável ao desenvolvimento e manutenção de projetos Django.","Segurança no Upload de Arquivos (validação de extensões, limites de tamanho e armazenamento seguro).",5,"O guia é bem estruturado, tecnicamente sólido e muito relevante para projetos Django. "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
